Id,Type,Quantity,Sales,Shipping,Customer Name,Province,Region
5981,Office Supplies,22,75.03,Regular Air,Jason Klamczynski,Saskachewan,Prarie
5982,Office Supplies,23,294.91,Regular Air,Tracy Hopkins,Saskachewan,Prarie
5983,Office Supplies,24,131.65,Express Air,Craig Leslie,Saskachewan,Prarie
5984,Office Supplies,23,750.39,Regular Air,Valerie Takahito,Saskachewan,Prarie
5985,Office Supplies,4,18.46,Regular Air,Valerie Takahito,Saskachewan,Prarie
5986,Office Supplies,47,838.4,Express Air,Michael Grace,Saskachewan,Prarie
5987,Office Supplies,7,48.04,Regular Air,Saphhira Shifley,Saskachewan,Prarie
5988,Office Supplies,18,130.38,Regular Air,Saphhira Shifley,Saskachewan,Prarie
5989,Technology,19,333.68,Regular Air,Laurel Beltran,Saskachewan,Prarie
5990,Technology,15,1532.482,Regular Air,Laurel Beltran,Saskachewan,Prarie
5991,Office Supplies,7,283.57,Regular Air,Craig Leslie,Saskachewan,Prarie
5992,Furniture,23,3674.08,Delivery Truck,Craig Leslie,Saskachewan,Prarie
5993,Office Supplies,46,1413.89,Express Air,Craig Leslie,Saskachewan,Prarie
5994,Technology,2,61.7185,Regular Air,Craig Leslie,Saskachewan,Prarie
5995,Office Supplies,17,1556.61,Regular Air,Tracy Blumstein,Saskachewan,Prarie
5996,Office Supplies,49,645.14,Regular Air,Tracy Blumstein,Saskachewan,Prarie
5997,Technology,44,4851.5025,Regular Air,Tracy Blumstein,Saskachewan,Prarie
5998,Office Supplies,20,862.64,Regular Air,Luke Schmidt,Saskachewan,Prarie
5999,Office Supplies,43,2123.64,Regular Air,Kelly Andreada,Saskachewan,Prarie
6000,Furniture,46,2968.66,Regular Air,Michael Grace,Saskachewan,Prarie
6001,Office Supplies,33,63.96,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6002,Office Supplies,23,177.23,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6003,Office Supplies,3,14.74,Regular Air,Michael Grace,Saskachewan,Prarie
6004,Office Supplies,43,117.68,Express Air,Michael Grace,Saskachewan,Prarie
6005,Office Supplies,32,202.89,Regular Air,Kelly Andreada,Saskachewan,Prarie
6006,Furniture,21,535.57,Regular Air,Valerie Takahito,Saskachewan,Prarie
6007,Office Supplies,26,452.39,Regular Air,Michael Grace,Saskachewan,Prarie
6008,Technology,5,117.13,Regular Air,Michael Grace,Saskachewan,Prarie
6009,Office Supplies,2,65.31,Regular Air,Laurel Beltran,Saskachewan,Prarie
6010,Furniture,9,73.7,Express Air,Larry Blacks,Saskachewan,Prarie
6011,Office Supplies,10,71.24,Regular Air,Luke Schmidt,Saskachewan,Prarie
6012,Furniture,15,1616.66,Delivery Truck,Tracy Blumstein,Saskachewan,Prarie
6013,Furniture,6,96.21,Regular Air,Tracy Blumstein,Saskachewan,Prarie
6014,Office Supplies,46,237.15,Regular Air,Michael Grace,Saskachewan,Prarie
6015,Office Supplies,22,179.22,Regular Air,Michael Grace,Saskachewan,Prarie
6016,Office Supplies,10,71.86,Regular Air,Michael Grace,Saskachewan,Prarie
6017,Furniture,30,6589.304,Delivery Truck,Kelly Andreada,Saskachewan,Prarie
6018,Office Supplies,38,136.5,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6019,Technology,6,250.376,Regular Air,Tracy Blumstein,Saskachewan,Prarie
6020,Office Supplies,15,5296.19,Regular Air,Kelly Andreada,Saskachewan,Prarie
6021,Office Supplies,37,230.97,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6022,Office Supplies,46,723.17,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6023,Office Supplies,23,324.28,Regular Air,Luke Schmidt,Saskachewan,Prarie
6024,Office Supplies,40,254.02,Regular Air,Meg Tillman,Saskachewan,Prarie
6025,Office Supplies,32,546.01,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6026,Office Supplies,1,1786.04,Regular Air,Kelly Andreada,Saskachewan,Prarie
6027,Office Supplies,4,24.77,Regular Air,Tracy Blumstein,Saskachewan,Prarie
6028,Furniture,36,3832.37,Regular Air,Tracy Blumstein,Saskachewan,Prarie
6029,Office Supplies,25,100.34,Regular Air,Tracy Blumstein,Saskachewan,Prarie
6030,Office Supplies,45,75.68,Regular Air,Tracy Blumstein,Saskachewan,Prarie
6031,Office Supplies,7,163.14,Regular Air,Kelly Andreada,Saskachewan,Prarie
6032,Office Supplies,7,42.66,Express Air,Larry Blacks,Saskachewan,Prarie
6033,Office Supplies,18,655.58,Regular Air,Larry Blacks,Saskachewan,Prarie
6034,Furniture,12,1465.33,Delivery Truck,Larry Blacks,Saskachewan,Prarie
6035,Office Supplies,31,187.18,Express Air,Luke Schmidt,Saskachewan,Prarie
6036,Office Supplies,36,104.21,Regular Air,Luke Schmidt,Saskachewan,Prarie
6037,Furniture,14,1331.224,Regular Air,Luke Schmidt,Saskachewan,Prarie
6038,Office Supplies,14,50.8,Regular Air,Luke Schmidt,Saskachewan,Prarie
6039,Office Supplies,37,750.89,Express Air,Luke Schmidt,Saskachewan,Prarie
6040,Office Supplies,17,67.73,Regular Air,Luke Schmidt,Saskachewan,Prarie
6041,Office Supplies,41,854.23,Regular Air,Meg Tillman,Saskachewan,Prarie
6042,Office Supplies,26,47.91,Regular Air,Meg Tillman,Saskachewan,Prarie
6043,Technology,38,6427.258,Regular Air,Meg Tillman,Saskachewan,Prarie
6044,Furniture,11,5510.23,Delivery Truck,Saphhira Shifley,Saskachewan,Prarie
6045,Office Supplies,21,177.06,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6046,Furniture,35,12908.4,Delivery Truck,Luke Schmidt,Saskachewan,Prarie
6047,Office Supplies,31,477.16,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6048,Office Supplies,30,663.24,Regular Air,Luke Schmidt,Saskachewan,Prarie
6049,Office Supplies,35,238.08,Regular Air,Luke Schmidt,Saskachewan,Prarie
6050,Office Supplies,14,174.3,Regular Air,Luke Schmidt,Saskachewan,Prarie
6051,Office Supplies,19,991.36,Regular Air,Michael Grace,Saskachewan,Prarie
6052,Furniture,33,803.11,Delivery Truck,Meg Tillman,Saskachewan,Prarie
6053,Technology,30,17034.92,Regular Air,Harold Dahlen,Saskachewan,Prarie
6054,Office Supplies,3,22.6,Express Air,Harold Dahlen,Saskachewan,Prarie
6055,Technology,9,918.7395,Express Air,Harold Dahlen,Saskachewan,Prarie
6056,Technology,5,2600.44,Express Air,Laurel Beltran,Saskachewan,Prarie
6057,Technology,11,1247.8595,Regular Air,Kelly Andreada,Saskachewan,Prarie
6058,Technology,22,3760.3065,Regular Air,Meg Tillman,Saskachewan,Prarie
6059,Technology,45,318.94,Regular Air,Larry Blacks,Saskachewan,Prarie
6060,Technology,15,1093.6355,Regular Air,Harold Dahlen,Saskachewan,Prarie
6061,Furniture,18,325.58,Regular Air,Michael Grace,Saskachewan,Prarie
6062,Furniture,9,458.8,Regular Air,Michael Grace,Saskachewan,Prarie
6063,Office Supplies,10,267.06,Regular Air,Richard Bierner,Saskachewan,Prarie
6064,Office Supplies,22,82.98,Regular Air,Richard Bierner,Saskachewan,Prarie
6065,Technology,11,1610.29,Regular Air,Michael Grace,Saskachewan,Prarie
6066,Office Supplies,30,617.51,Regular Air,Michael Grace,Saskachewan,Prarie
6067,Office Supplies,23,278.83,Regular Air,Michael Grace,Saskachewan,Prarie
6068,Office Supplies,46,1605.22,Express Air,Michael Grace,Saskachewan,Prarie
6069,Technology,41,357.01,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6070,Office Supplies,20,632.05,Regular Air,Luke Schmidt,Saskachewan,Prarie
6071,Technology,12,600.86,Regular Air,Tiffany House,Saskachewan,Prarie
6072,Office Supplies,5,17.06,Regular Air,Tiffany House,Saskachewan,Prarie
6073,Furniture,23,1198.1,Regular Air,Meg Tillman,Saskachewan,Prarie
6074,Office Supplies,49,276.3,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6075,Office Supplies,15,120.52,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6076,Office Supplies,42,2269.01,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6077,Technology,31,2893.31,Regular Air,Harold Dahlen,Saskachewan,Prarie
6078,Furniture,25,3923.27,Delivery Truck,Harold Dahlen,Saskachewan,Prarie
6079,Technology,24,2332.5955,Regular Air,Saphhira Shifley,Saskachewan,Prarie
6080,Technology,3,461.89,Express Air,Roy Collins,Saskachewan,Prarie
6081,Office Supplies,29,575.11,Regular Air,Roy Collins,Saskachewan,Prarie
6082,Office Supplies,23,236.46,Regular Air,Roy Collins,Saskachewan,Prarie
6083,Furniture,39,197.56,Regular Air,Toby Swindell,Saskachewan,Prarie
6084,Furniture,17,186.02,Regular Air,Sarah Brown,Saskachewan,Prarie
6085,Office Supplies,5,142.44,Regular Air,Sarah Brown,Saskachewan,Prarie
6086,Office Supplies,38,967.78,Regular Air,Sarah Brown,Saskachewan,Prarie
6087,Furniture,23,3041.33,Delivery Truck,Christina Anderson,Saskachewan,Prarie
6088,Office Supplies,49,314.21,Regular Air,Roy Collins,Saskachewan,Prarie
6089,Technology,48,1347.63,Regular Air,Robert Dilbeck,Saskachewan,Prarie
6090,Furniture,8,120.22,Regular Air,Randy Ferguson,Saskachewan,Prarie
6091,Office Supplies,23,66.09,Regular Air,Arianne Irving,Saskachewan,Prarie
6092,Furniture,10,1597.37,Delivery Truck,Arianne Irving,Saskachewan,Prarie
6093,Technology,31,1753.958,Regular Air,Arianne Irving,Saskachewan,Prarie
6094,Furniture,33,497.4,Regular Air,Randy Ferguson,Saskachewan,Prarie
6095,Furniture,48,4965.384,Delivery Truck,Randy Ferguson,Saskachewan,Prarie
6096,Technology,8,358.4195,Express Air,Randy Ferguson,Saskachewan,Prarie
6097,Furniture,31,3232.68,Regular Air,Randy Ferguson,Saskachewan,Prarie
6098,Office Supplies,35,236.99,Regular Air,Arianne Irving,Saskachewan,Prarie
6099,Technology,46,4617.336,Regular Air,Arianne Irving,Saskachewan,Prarie
6100,Office Supplies,35,89.71,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6101,Technology,28,1703.8505,Regular Air,Andy Gerbode,Saskachewan,Prarie
6102,Technology,17,303.1865,Regular Air,Andy Gerbode,Saskachewan,Prarie
6103,Technology,6,187.37,Regular Air,Amy Hunt,Saskachewan,Prarie
6104,Office Supplies,23,356.09,Regular Air,Amy Hunt,Saskachewan,Prarie
6105,Technology,31,162.58,Regular Air,Craig Molinari,Saskachewan,Prarie
6106,Furniture,44,6815.23,Delivery Truck,Craig Molinari,Saskachewan,Prarie
6107,Office Supplies,23,496.15,Regular Air,Trudy Brown,Saskachewan,Prarie
6108,Furniture,9,566.53,Delivery Truck,Toby Swindell,Saskachewan,Prarie
6109,Furniture,15,486.43,Regular Air,Amy Hunt,Saskachewan,Prarie
6110,Office Supplies,7,144.95,Express Air,Amy Hunt,Saskachewan,Prarie
6111,Office Supplies,20,131.71,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6112,Office Supplies,45,271.06,Regular Air,Toby Swindell,Saskachewan,Prarie
6113,Furniture,6,58.84,Regular Air,Toby Swindell,Saskachewan,Prarie
6114,Furniture,12,1211.72,Regular Air,Toby Swindell,Saskachewan,Prarie
6115,Office Supplies,9,75.26,Regular Air,Toby Swindell,Saskachewan,Prarie
6116,Technology,7,407.116,Regular Air,Toby Swindell,Saskachewan,Prarie
6117,Office Supplies,21,69.06,Regular Air,Philip Fox,Saskachewan,Prarie
6118,Office Supplies,50,84.01,Regular Air,Philip Fox,Saskachewan,Prarie
6119,Office Supplies,34,592.92,Express Air,Philip Fox,Saskachewan,Prarie
6120,Office Supplies,15,106.1,Express Air,Cynthia Arntzen,Saskachewan,Prarie
6121,Office Supplies,28,149,Regular Air,Randy Ferguson,Saskachewan,Prarie
6122,Office Supplies,49,334.29,Regular Air,Randy Ferguson,Saskachewan,Prarie
6123,Office Supplies,17,454.09,Regular Air,Brian Dahlen,Saskachewan,Prarie
6124,Office Supplies,39,124.01,Regular Air,Trudy Brown,Saskachewan,Prarie
6125,Office Supplies,49,1836.84,Express Air,Trudy Brown,Saskachewan,Prarie
6126,Office Supplies,40,272.01,Regular Air,Beth Fritzler,Saskachewan,Prarie
6127,Office Supplies,16,171.5,Regular Air,Beth Fritzler,Saskachewan,Prarie
6128,Office Supplies,23,195.61,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6129,Office Supplies,34,197.45,Regular Air,Roy Collins,Saskachewan,Prarie
6130,Office Supplies,36,82.98,Regular Air,Roy Collins,Saskachewan,Prarie
6131,Furniture,44,2507.79,Delivery Truck,Toby Swindell,Saskachewan,Prarie
6132,Technology,30,1052.68,Regular Air,Toby Swindell,Saskachewan,Prarie
6133,Office Supplies,30,2536.31,Regular Air,Toby Swindell,Saskachewan,Prarie
6134,Office Supplies,37,101.2,Regular Air,Andy Gerbode,Saskachewan,Prarie
6135,Technology,34,1950.036,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6136,Furniture,43,265.38,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6137,Office Supplies,5,33.41,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6138,Furniture,28,7157.16,Delivery Truck,Cynthia Arntzen,Saskachewan,Prarie
6139,Office Supplies,44,286.06,Regular Air,Randy Ferguson,Saskachewan,Prarie
6140,Office Supplies,41,248.1,Regular Air,Randy Ferguson,Saskachewan,Prarie
6141,Office Supplies,20,112.42,Regular Air,Amy Hunt,Saskachewan,Prarie
6142,Office Supplies,43,1054.7,Regular Air,Brosina Hoffman,Saskachewan,Prarie
6143,Furniture,38,5349.21,Delivery Truck,Brosina Hoffman,Saskachewan,Prarie
6144,Technology,39,4859.37,Regular Air,Brosina Hoffman,Saskachewan,Prarie
6145,Office Supplies,39,116.63,Regular Air,Trudy Brown,Saskachewan,Prarie
6146,Furniture,32,1932.97,Delivery Truck,Brian Dahlen,Saskachewan,Prarie
6147,Furniture,46,476.49,Regular Air,Brian Dahlen,Saskachewan,Prarie
6148,Technology,19,6991.65,Delivery Truck,Andy Gerbode,Saskachewan,Prarie
6149,Furniture,37,832.14,Regular Air,Christina Anderson,Saskachewan,Prarie
6150,Office Supplies,4,55.97,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6151,Technology,9,174.72,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6152,Furniture,48,2271.37,Express Air,Cynthia Arntzen,Saskachewan,Prarie
6153,Office Supplies,9,24.76,Regular Air,Amy Hunt,Saskachewan,Prarie
6154,Furniture,3,30.92,Express Air,Trudy Brown,Saskachewan,Prarie
6155,Office Supplies,24,142.8,Regular Air,Trudy Brown,Saskachewan,Prarie
6156,Office Supplies,46,241.81,Regular Air,Robert Dilbeck,Saskachewan,Prarie
6157,Office Supplies,14,425.67,Express Air,Cynthia Arntzen,Saskachewan,Prarie
6158,Technology,9,173.44,Regular Air,Cynthia Arntzen,Saskachewan,Prarie
6159,Technology,44,3644.596,Regular Air,Amy Hunt,Saskachewan,Prarie
6160,Furniture,45,9539.6,Delivery Truck,Beth Fritzler,Saskachewan,Prarie
6161,Office Supplies,24,109.86,Regular Air,Beth Fritzler,Saskachewan,Prarie
6162,Technology,19,1426.5125,Regular Air,Beth Fritzler,Saskachewan,Prarie
6163,Office Supplies,32,103.48,Regular Air,Toby Swindell,Saskachewan,Prarie
6164,Office Supplies,46,662.51,Regular Air,Trudy Brown,Saskachewan,Prarie
6165,Office Supplies,21,61.18,Regular Air,Trudy Brown,Saskachewan,Prarie
6166,Technology,36,1561.2205,Regular Air,Beth Fritzler,Saskachewan,Prarie
6167,Office Supplies,6,7767.02,Regular Air,Brosina Hoffman,Saskachewan,Prarie
6168,Technology,1,1893.93,Delivery Truck,Brosina Hoffman,Saskachewan,Prarie
6169,Furniture,25,536.21,Regular Air,Randy Ferguson,Saskachewan,Prarie
6170,Furniture,18,4428.56,Delivery Truck,Randy Ferguson,Saskachewan,Prarie
6171,Office Supplies,19,305.68,Express Air,Beth Fritzler,Saskachewan,Prarie
6172,Furniture,41,1901.29,Regular Air,Beth Fritzler,Saskachewan,Prarie
6173,Technology,11,642.9145,Regular Air,Amy Hunt,Saskachewan,Prarie
6174,Technology,49,14981.74,Regular Air,Christina Anderson,Saskachewan,Prarie
6175,Office Supplies,36,5587.2,Express Air,Christina Anderson,Saskachewan,Prarie
6176,Furniture,49,401.39,Express Air,Christina Anderson,Saskachewan,Prarie
6177,Office Supplies,11,985.01,Regular Air,Roy Collins,Saskachewan,Prarie
6178,Furniture,36,350.71,Regular Air,Roy Collins,Saskachewan,Prarie
6179,Office Supplies,2,75.23,Regular Air,Roy Collins,Saskachewan,Prarie
6180,Office Supplies,36,220.45,Regular Air,Craig Molinari,Saskachewan,Prarie
6181,Furniture,30,2504.41,Regular Air,Amy Hunt,Saskachewan,Prarie
6182,Office Supplies,20,71.45,Regular Air,Christina Anderson,Saskachewan,Prarie
6183,Technology,32,1785.02,Express Air,Roy Collins,Saskachewan,Prarie
6184,Office Supplies,14,2690.84,Delivery Truck,Toby Swindell,Saskachewan,Prarie
6185,Office Supplies,8,733.55,Regular Air,Toby Swindell,Saskachewan,Prarie
6186,Furniture,3,38.71,Express Air,Toby Swindell,Saskachewan,Prarie
6187,Office Supplies,14,62.6,Regular Air,Toby Swindell,Saskachewan,Prarie
6188,Technology,22,963.45,Express Air,Amy Hunt,Saskachewan,Prarie
6189,Technology,25,4390.029,Express Air,Amy Hunt,Saskachewan,Prarie
6190,Office Supplies,44,123.06,Regular Air,Arianne Irving,Saskachewan,Prarie
6191,Technology,46,1692.28,Regular Air,Amy Hunt,Saskachewan,Prarie
6192,Office Supplies,39,1101.28,Regular Air,Randy Ferguson,Saskachewan,Prarie
6193,Office Supplies,15,1765.45,Express Air,Robert Dilbeck,Saskachewan,Prarie
6194,Technology,42,2245.6915,Regular Air,Jennifer Ferguson,Saskachewan,Prarie
6195,Office Supplies,45,325.8,Regular Air,Amy Hunt,Saskachewan,Prarie
6196,Office Supplies,49,8094.55,Regular Air,Philip Fox,Saskachewan,Prarie
6197,Office Supplies,45,2848.83,Regular Air,Randy Ferguson,Saskachewan,Prarie
6198,Office Supplies,20,835.48,Regular Air,Jennifer Ferguson,Saskachewan,Prarie
6199,Furniture,24,3201.16,Regular Air,Brosina Hoffman,Saskachewan,Prarie
6200,Office Supplies,23,1484.49,Regular Air,Andy Gerbode,Saskachewan,Prarie
6201,Office Supplies,18,740.49,Regular Air,Andy Gerbode,Saskachewan,Prarie
6202,Furniture,46,569.92,Regular Air,Randy Ferguson,Saskachewan,Prarie
6203,Office Supplies,28,183.65,Regular Air,Randy Ferguson,Saskachewan,Prarie
6204,Office Supplies,26,241.92,Regular Air,Amy Hunt,Saskachewan,Prarie
6205,Office Supplies,4,52.59,Regular Air,Craig Molinari,Saskachewan,Prarie
6206,Office Supplies,3,10.62,Regular Air,Amy Hunt,Saskachewan,Prarie
6207,Office Supplies,39,666.4,Express Air,Amy Hunt,Saskachewan,Prarie
6208,Office Supplies,10,351.3,Regular Air,Amy Hunt,Saskachewan,Prarie
6209,Technology,27,575.74,Regular Air,Toby Swindell,Saskachewan,Prarie
6210,Technology,20,586.619,Regular Air,Arianne Irving,Saskachewan,Prarie
6211,Office Supplies,47,557.52,Express Air,Amy Hunt,Saskachewan,Prarie
6212,Office Supplies,15,201.74,Express Air,Roy Collins,Saskachewan,Prarie
6213,Technology,35,1822.13,Regular Air,Roy Collins,Saskachewan,Prarie
6214,Office Supplies,18,130.11,Regular Air,Paul Prost,Saskachewan,Prarie
6215,Technology,3,337.3395,Regular Air,Paul Prost,Saskachewan,Prarie
6216,Office Supplies,46,1398.87,Regular Air,Robert Dilbeck,Saskachewan,Prarie
6217,Furniture,11,1479.14,Delivery Truck,Robert Dilbeck,Saskachewan,Prarie
6218,Office Supplies,35,173.22,Regular Air,Andy Gerbode,Saskachewan,Prarie
6219,Office Supplies,45,221.06,Regular Air,Christina Anderson,Saskachewan,Prarie
6220,Office Supplies,6,201.83,Regular Air,Roy Collins,Saskachewan,Prarie
6221,Technology,18,283.5,Regular Air,Toby Carlisle,Saskachewan,Prarie
6222,Office Supplies,36,242.13,Express Air,Toby Carlisle,Saskachewan,Prarie
6223,Technology,43,344.24,Regular Air,Toby Carlisle,Saskachewan,Prarie
6224,Office Supplies,42,248.92,Regular Air,Craig Molinari,Saskachewan,Prarie
6225,Office Supplies,10,1290.37,Regular Air,Trudy Brown,Saskachewan,Prarie
6226,Office Supplies,2,23.18,Regular Air,Trudy Brown,Saskachewan,Prarie
6227,Office Supplies,46,979.44,Regular Air,Amy Hunt,Saskachewan,Prarie
6228,Office Supplies,29,575.36,Regular Air,Paul Prost,Saskachewan,Prarie
6229,Office Supplies,21,7922.69,Regular Air,Amy Hunt,Saskachewan,Prarie
6230,Office Supplies,1,155.51,Regular Air,Philip Fox,Saskachewan,Prarie
6231,Office Supplies,32,317.06,Regular Air,Anthony Witt,Saskachewan,Prarie
6232,Furniture,2,17.3,Regular Air,Toby Carlisle,Saskachewan,Prarie
6233,Office Supplies,32,128.14,Express Air,Brian Dahlen,Saskachewan,Prarie
6234,Office Supplies,9,67.46,Regular Air,Brian Dahlen,Saskachewan,Prarie
6235,Furniture,23,524.25,Express Air,Arianne Irving,Saskachewan,Prarie
6236,Office Supplies,38,14753.08,Delivery Truck,Craig Molinari,Saskachewan,Prarie
6237,Technology,44,4326.27,Regular Air,Roy Collins,Saskachewan,Prarie
6238,Office Supplies,37,254.93,Regular Air,Paul Prost,Saskachewan,Prarie
6239,Technology,11,472.12,Regular Air,Randy Ferguson,Saskachewan,Prarie
6240,Technology,6,192.99,Express Air,Toby Carlisle,Saskachewan,Prarie
6241,Technology,20,11829.4,Regular Air,Toby Carlisle,Saskachewan,Prarie
6242,Office Supplies,3,10.12,Regular Air,Roy Collins,Saskachewan,Prarie
6243,Office Supplies,11,455.88,Express Air,Paul Prost,Saskachewan,Prarie
6244,Technology,41,5930.34,Regular Air,Brian Dahlen,Saskachewan,Prarie
6245,Office Supplies,1,10.59,Regular Air,Arianne Irving,Saskachewan,Prarie
6246,Furniture,22,922.39,Express Air,Phillina Ober,New Brunswick,Atlantic
6247,Office Supplies,11,79.19,Regular Air,Phillina Ober,New Brunswick,Atlantic
6248,Technology,3,469.438,Regular Air,Jim Epp,New Brunswick,Atlantic
6249,Technology,13,269.02,Regular Air,Muhammed Yedwab,New Brunswick,Atlantic
6250,Technology,31,293.18,Regular Air,Maribeth Schnelling,New Brunswick,Atlantic
6251,Office Supplies,43,183.41,Regular Air,Deanra Eno,New Brunswick,Atlantic
6252,Office Supplies,12,3752.61,Delivery Truck,Deanra Eno,New Brunswick,Atlantic
6253,Office Supplies,9,548.36,Express Air,Deanra Eno,New Brunswick,Atlantic
6254,Office Supplies,16,44.46,Regular Air,James Galang,New Brunswick,Atlantic
6255,Office Supplies,25,542.11,Regular Air,James Galang,New Brunswick,Atlantic
6256,Office Supplies,1,343.78,Regular Air,Katrina Willman,New Brunswick,Atlantic
6257,Furniture,34,826.09,Regular Air,Katrina Willman,New Brunswick,Atlantic
6258,Office Supplies,29,197.41,Regular Air,Nora Price,New Brunswick,Atlantic
6259,Office Supplies,46,712.18,Regular Air,Nora Price,New Brunswick,Atlantic
6260,Technology,41,627.91,Regular Air,Lisa DeCherney,New Brunswick,Atlantic
6261,Office Supplies,28,46.89,Regular Air,Lisa DeCherney,New Brunswick,Atlantic
6262,Office Supplies,33,1935.17,Regular Air,James Galang,New Brunswick,Atlantic
6263,Technology,27,812.68,Regular Air,James Galang,New Brunswick,Atlantic
6264,Office Supplies,41,271.11,Regular Air,Lynn Smith,New Brunswick,Atlantic
6265,Office Supplies,2,6.13,Regular Air,Lynn Smith,New Brunswick,Atlantic
6266,Technology,39,1032.97,Regular Air,Christina DeMoss,New Brunswick,Atlantic
6267,Office Supplies,13,324.83,Delivery Truck,Christina DeMoss,New Brunswick,Atlantic
6268,Office Supplies,16,48.57,Regular Air,Lynn Smith,New Brunswick,Atlantic
6269,Furniture,6,54.28,Express Air,Christine Abelman,New Brunswick,Atlantic
6270,Furniture,21,6005.21,Delivery Truck,Christina DeMoss,New Brunswick,Atlantic
6271,Office Supplies,49,3283.74,Regular Air,Katrina Willman,New Brunswick,Atlantic
6272,Office Supplies,19,262.32,Regular Air,Muhammed Yedwab,New Brunswick,Atlantic
6273,Technology,29,1707.99,Regular Air,Muhammed Yedwab,New Brunswick,Atlantic
6274,Furniture,37,560.39,Regular Air,Nora Price,New Brunswick,Atlantic
6275,Technology,42,7062.616,Regular Air,Nora Price,New Brunswick,Atlantic
6276,Technology,4,51.94,Express Air,Nora Price,New Brunswick,Atlantic
6277,Furniture,40,366.87,Regular Air,Lisa DeCherney,New Brunswick,Atlantic
6278,Office Supplies,18,292.11,Express Air,Christine Abelman,New Brunswick,Atlantic
6279,Office Supplies,47,7890.89,Express Air,Maribeth Dona,New Brunswick,Atlantic
6280,Furniture,44,2773.84,Delivery Truck,Pauline Johnson,New Brunswick,Atlantic
6281,Office Supplies,44,289.94,Regular Air,James Galang,New Brunswick,Atlantic
6282,Furniture,8,1848.52,Delivery Truck,James Galang,New Brunswick,Atlantic
6283,Office Supplies,42,1312.65,Regular Air,Jocasta Rupert,New Brunswick,Atlantic
6284,Office Supplies,27,58.64,Regular Air,Nora Price,New Brunswick,Atlantic
6285,Office Supplies,20,136.06,Regular Air,Nora Price,New Brunswick,Atlantic
6286,Office Supplies,14,135.21,Regular Air,Muhammed Yedwab,New Brunswick,Atlantic
6287,Furniture,45,5007.69,Delivery Truck,Muhammed Yedwab,New Brunswick,Atlantic
6288,Office Supplies,45,1379.62,Regular Air,Muhammed Yedwab,New Brunswick,Atlantic
6289,Furniture,50,627.12,Regular Air,Laurel Elliston,New Brunswick,Atlantic
6290,Technology,18,4096.21,Delivery Truck,Laurel Elliston,New Brunswick,Atlantic
6291,Office Supplies,31,2712.07,Regular Air,Georgia Rosenberg,New Brunswick,Atlantic
6292,Technology,6,608.93,Express Air,Nora Price,New Brunswick,Atlantic
6293,Office Supplies,25,901.32,Express Air,Allen Armold,New Brunswick,Atlantic
6294,Office Supplies,24,207.21,Regular Air,Allen Armold,New Brunswick,Atlantic
6295,Office Supplies,40,2182.91,Express Air,Anemone Ratner,New Brunswick,Atlantic
6296,Office Supplies,14,1144.35,Regular Air,Anemone Ratner,New Brunswick,Atlantic
6297,Furniture,8,1496.83,Delivery Truck,Anemone Ratner,New Brunswick,Atlantic
6298,Office Supplies,23,218.71,Express Air,Katherine Hughes,New Brunswick,Atlantic
6299,Office Supplies,19,103.68,Regular Air,Katherine Hughes,New Brunswick,Atlantic
6300,Office Supplies,17,37.06,Regular Air,Muhammed Yedwab,New Brunswick,Atlantic
6301,Office Supplies,44,302.59,Express Air,Nora Price,New Brunswick,Atlantic
6302,Office Supplies,26,2703.45,Regular Air,Nora Price,New Brunswick,Atlantic
6303,Technology,27,46.86,Regular Air,Tracy Collins,New Brunswick,Atlantic
6304,Office Supplies,34,1089.59,Regular Air,Tracy Collins,New Brunswick,Atlantic
6305,Office Supplies,1,15.73,Regular Air,Tracy Collins,New Brunswick,Atlantic
6306,Office Supplies,35,1041.74,Regular Air,Tracy Collins,New Brunswick,Atlantic
6307,Technology,26,4300.626,Regular Air,Tracy Collins,New Brunswick,Atlantic
6308,Office Supplies,3,19.98,Regular Air,Maribeth Schnelling,New Brunswick,Atlantic
6309,Office Supplies,38,16147.61,Regular Air,Liz MacKendrick,New Brunswick,Atlantic
6310,Technology,14,1122.6375,Regular Air,Katherine Hughes,New Brunswick,Atlantic
6311,Technology,16,1434.086,Regular Air,Jim Epp,New Brunswick,Atlantic
